date_game,visitor_team_name,home_team_name,visitor_goals,home_goals,overtimes
2017-11-21,Vancouver Canucks,Philadelphia Flyers,5,2,
2017-11-21,Edmonton Oilers,St. Louis Blues,3,8,
2017-11-22,Vegas Golden Knights,Anaheim Ducks,4,2,
2017-11-22,San Jose Sharks,Arizona Coyotes,3,1,
2017-11-22,Minnesota Wild,Buffalo Sabres,5,4,
2017-11-22,New York Rangers,Carolina Hurricanes,6,1,
2017-11-22,Calgary Flames,Columbus Blue Jackets,0,1,OT
2017-11-22,Dallas Stars,Colorado Avalanche,0,3,
2017-11-22,Edmonton Oilers,Detroit Red Wings,6,2,
2017-11-22,Toronto Maple Leafs,Florida Panthers,1,2,SO
2017-11-22,Winnipeg Jets,Los Angeles Kings,2,1,
2017-11-22,Boston Bruins,New Jersey Devils,3,2,SO
2017-11-22,Montreal Canadiens,Nashville Predators,2,3,SO
2017-11-22,Philadelphia Flyers,New York Islanders,3,4,OT
2017-11-22,Vancouver Canucks,Pittsburgh Penguins,5,2,
2017-11-22,Chicago Blackhawks,Tampa Bay Lightning,2,3,OT
2017-11-22,Ottawa Senators,Washington Capitals,2,5,
2017-11-24,Winnipeg Jets,Anaheim Ducks,4,1,
2017-11-24,Los Angeles Kings,Arizona Coyotes,2,3,OT
2017-11-24,Pittsburgh Penguins,Boston Bruins,3,4,
2017-11-24,Edmonton Oilers,Buffalo Sabres,1,3,
2017-11-24,Toronto Maple Leafs,Carolina Hurricanes,5,4,
2017-11-24,Ottawa Senators,Columbus Blue Jackets,2,5,
2017-11-24,Calgary Flames,Dallas Stars,4,6,
2017-11-24,Colorado Avalanche,Minnesota Wild,2,3,SO
2017-11-24,Vancouver Canucks,New Jersey Devils,2,3,
2017-11-24,Detroit Red Wings,New York Rangers,1,2,OT
2017-11-24,New York Islanders,Philadelphia Flyers,5,4,OT
2017-11-24,Nashville Predators,St. Louis Blues,2,0,
2017-11-24,San Jose Sharks,Vegas Golden Knights,4,5,OT
2017-11-24,Tampa Bay Lightning,Washington Capitals,1,3,
2017-11-25,Vegas Golden Knights,Arizona Coyotes,4,2,
2017-11-25,Calgary Flames,Colorado Avalanche,3,2,
2017-11-25,New Jersey Devils,Detroit Red Wings,4,3,OT
2017-11-25,Chicago Blackhawks,Florida Panthers,4,1,
2017-11-25,Anaheim Ducks,Los Angeles Kings,1,2,SO
2017-11-25,Buffalo Sabres,Montreal Canadiens,0,3,
2017-11-25,New York Islanders,Ottawa Senators,2,1,
2017-11-25,Tampa Bay Lightning,Pittsburgh Penguins,2,5,
2017-11-25,Winnipeg Jets,San Jose Sharks,0,4,
2017-11-25,Minnesota Wild,St. Louis Blues,3,6,
2017-11-25,Washington Capitals,Toronto Maple Leafs,4,2,
2017-11-26,Edmonton Oilers,Boston Bruins,4,2,
2017-11-26,Nashville Predators,Carolina Hurricanes,3,4,SO
2017-11-26,Vancouver Canucks,New York Rangers,3,4,SO
2017-11-27,Anaheim Ducks,Chicago Blackhawks,3,7,
2017-11-27,Columbus Blue Jackets,Montreal Canadiens,1,3,
2017-11-27,Florida Panthers,New Jersey Devils,3,2,
2017-11-27,Philadelphia Flyers,Pittsburgh Penguins,4,5,OT
2017-11-27,Minnesota Wild,Winnipeg Jets,2,7,
2017-11-28,Tampa Bay Lightning,Buffalo Sabres,2,0,
2017-11-28,Carolina Hurricanes,Columbus Blue Jackets,2,3,SO
2017-11-28,Toronto Maple Leafs,Calgary Flames,4,1,
2017-11-28,Los Angeles Kings,Detroit Red Wings,4,1,
2017-11-28,Arizona Coyotes,Edmonton Oilers,2,3,OT
2017-11-28,Chicago Blackhawks,Nashville Predators,2,3,
2017-11-28,Vancouver Canucks,New York Islanders,2,5,
2017-11-28,Florida Panthers,New York Rangers,5,4,
2017-11-28,San Jose Sharks,Philadelphia Flyers,3,1,
2017-11-28,Dallas Stars,Vegas Golden Knights,3,0,
2017-11-29,Tampa Bay Lightning,Boston Bruins,2,3,
2017-11-29,Winnipeg Jets,Colorado Avalanche,2,3,OT
2017-11-29,Ottawa Senators,Montreal Canadiens,1,2,
2017-11-29,Anaheim Ducks,St. Louis Blues,3,2,
2017-11-30,Arizona Coyotes,Calgary Flames,0,3,
2017-11-30,Dallas Stars,Chicago Blackhawks,4,3,OT
2017-11-30,Montreal Canadiens,Detroit Red Wings,6,3,
2017-11-30,Toronto Maple Leafs,Edmonton Oilers,6,4,
2017-11-30,Vegas Golden Knights,Minnesota Wild,2,4,
2017-11-30,Vancouver Canucks,Nashville Predators,5,3,
2017-11-30,Los Angeles Kings,Washington Capitals,5,2,
2017-12-01,Pittsburgh Penguins,Buffalo Sabres,4,0,
2017-12-01,Anaheim Ducks,Columbus Blue Jackets,2,4,
2017-12-01,New Jersey Devils,Colorado Avalanche,2,1,
2017-12-01,San Jose Sharks,Florida Panthers,2,1,
2017-12-01,Ottawa Senators,New York Islanders,6,5,
2017-12-01,Carolina Hurricanes,New York Rangers,1,5,
2017-12-01,Los Angeles Kings,St. Louis Blues,4,1,
2017-12-01,Vegas Golden Knights,Winnipeg Jets,4,7,
2017-12-02,New Jersey Devils,Arizona Coyotes,0,5,
2017-12-02,Florida Panthers,Carolina Hurricanes,2,3,OT
2017-12-02,Edmonton Oilers,Calgary Flames,7,5,
2017-12-02,Chicago Blackhawks,Dallas Stars,2,3,SO
2017-12-02,St. Louis Blues,Minnesota Wild,1,2,OT
2017-12-02,Detroit Red Wings,Montreal Canadiens,1,10,
2017-12-02,Anaheim Ducks,Nashville Predators,2,3,SO
2017-12-02,Boston Bruins,Philadelphia Flyers,3,0,
2017-12-02,Buffalo Sabres,Pittsburgh Penguins,1,5,
2017-12-02,San Jose Sharks,Tampa Bay Lightning,2,5,
2017-12-02,Toronto Maple Leafs,Vancouver Canucks,1,2,
2017-12-02,Columbus Blue Jackets,Washington Capitals,3,4,
2017-12-03,Los Angeles Kings,Chicago Blackhawks,3,1,
2017-12-03,Dallas Stars,Colorado Avalanche,7,2,
2017-12-03,Arizona Coyotes,Vegas Golden Knights,2,3,OT
2017-12-03,Ottawa Senators,Winnipeg Jets,0,5,
2017-12-04,Philadelphia Flyers,Calgary Flames,5,2,
2017-12-04,New York Islanders,Florida Panthers,5,4,SO
2017-12-04,Boston Bruins,Nashville Predators,3,5,
2017-12-04,San Jose Sharks,Washington Capitals,1,4,
2017-12-05,New Jersey Devils,Columbus Blue Jackets,4,1,
2017-12-05,Buffalo Sabres,Colorado Avalanche,4,2,
2017-12-05,Nashville Predators,Dallas Stars,5,2,
2017-12-05,Winnipeg Jets,Detroit Red Wings,1,5,
2017-12-05,Minnesota Wild,Los Angeles Kings,2,5,
2017-12-05,St. Louis Blues,Montreal Canadiens,4,3,
2017-12-05,New York Rangers,Pittsburgh Penguins,4,3,
2017-12-05,New York Islanders,Tampa Bay Lightning,2,6,
2017-12-05,Carolina Hurricanes,Vancouver Canucks,0,3,
2017-12-05,Anaheim Ducks,Vegas Golden Knights,3,4,SO
2017-12-06,Ottawa Senators,Anaheim Ducks,0,3,
2017-12-06,Philadelphia Flyers,Edmonton Oilers,4,2,
2017-12-06,Calgary Flames,Toronto Maple Leafs,1,2,SO
2017-12-06,Chicago Blackhawks,Washington Capitals,2,6,
2017-12-07,Arizona Coyotes,Boston Bruins,1,6,
2017-12-07,Winnipeg Jets,Florida Panthers,4,6,
2017-12-07,Ottawa Senators,Los Angeles Kings,3,4,OT
2017-12-07,Calgary Flames,Montreal Canadiens,3,2,OT
2017-12-07,New York Islanders,Pittsburgh Penguins,3,4,OT
2017-12-07,Carolina Hurricanes,San Jose Sharks,4,5,OT
2017-12-07,Dallas Stars,St. Louis Blues,0,3,
2017-12-07,Colorado Avalanche,Tampa Bay Lightning,2,5,
2017-12-07,Philadelphia Flyers,Vancouver Canucks,4,1,
2017-12-08,Minnesota Wild,Anaheim Ducks,3,2,OT
2017-12-08,Buffalo Sabres,Chicago Blackhawks,2,3,OT
2017-12-08,Columbus Blue Jackets,New Jersey Devils,5,3,
2017-12-08,Vegas Golden Knights,Nashville Predators,4,3,SO
2017-12-08,New York Rangers,Washington Capitals,2,4,
2017-12-09,New York Islanders,Boston Bruins,1,3,
2017-12-09,Arizona Coyotes,Columbus Blue Jackets,0,1,
2017-12-09,Vancouver Canucks,Calgary Flames,2,4,
2017-12-09,Vegas Golden Knights,Dallas Stars,5,3,
2017-12-09,St. Louis Blues,Detroit Red Wings,6,1,
2017-12-09,Colorado Avalanche,Florida Panthers,7,3,
2017-12-09,Carolina Hurricanes,Los Angeles Kings,2,3,OT
2017-12-09,Edmonton Oilers,Montreal Canadiens,6,2,
2017-12-09,New Jersey Devils,New York Rangers,2,5,
2017-12-09,Toronto Maple Leafs,Pittsburgh Penguins,4,3,
2017-12-09,Ottawa Senators,San Jose Sharks,0,5,
2017-12-09,Winnipeg Jets,Tampa Bay Lightning,3,4,OT
2017-12-10,Arizona Coyotes,Chicago Blackhawks,1,3,
2017-12-10,Minnesota Wild,San Jose Sharks,4,3,OT
2017-12-10,Buffalo Sabres,St. Louis Blues,2,3,OT
2017-12-10,Edmonton Oilers,Toronto Maple Leafs,0,1,
2017-12-11,Carolina Hurricanes,Anaheim Ducks,2,3,
2017-12-11,Florida Panthers,Detroit Red Wings,2,1,OT
2017-12-11,Washington Capitals,New York Islanders,1,3,
2017-12-11,Dallas Stars,New York Rangers,2,1,SO
2017-12-11,Colorado Avalanche,Pittsburgh Penguins,2,1,
2017-12-11,Vancouver Canucks,Winnipeg Jets,1,5,
2017-12-12,Ottawa Senators,Buffalo Sabres,2,3,
2017-12-12,Edmonton Oilers,Columbus Blue Jackets,7,2,
2017-12-12,Florida Panthers,Chicago Blackhawks,2,3,OT
2017-12-12,Calgary Flames,Minnesota Wild,1,2,SO
2017-12-12,Los Angeles Kings,New Jersey Devils,1,5,
2017-12-12,Toronto Maple Leafs,Philadelphia Flyers,2,4,
2017-12-12,Tampa Bay Lightning,St. Louis Blues,3,0,
2017-12-12,Carolina Hurricanes,Vegas Golden Knights,3,2,SO
2017-12-12,Colorado Avalanche,Washington Capitals,2,5,
2017-12-13,Boston Bruins,Detroit Red Wings,3,2,OT
2017-12-13,Dallas Stars,New York Islanders,5,2,
2017-12-13,New York Rangers,Ottawa Senators,2,3,
2017-12-13,Nashville Predators,Vancouver Canucks,7,1,
2017-12-14,Tampa Bay Lightning,Arizona Coyotes,4,1,
2017-12-14,Washington Capitals,Boston Bruins,5,3,
2017-12-14,New York Islanders,Columbus Blue Jackets,4,6,
2017-12-14,San Jose Sharks,Calgary Flames,3,2,
2017-12-14,Florida Panthers,Colorado Avalanche,1,2,
2017-12-14,Nashville Predators,Edmonton Oilers,4,0,
2017-12-14,Toronto Maple Leafs,Minnesota Wild,0,2,
2017-12-14,New Jersey Devils,Montreal Canadiens,1,2,OT
2017-12-14,Buffalo Sabres,Philadelphia Flyers,1,2,
2017-12-14,Anaheim Ducks,St. Louis Blues,3,1,
2017-12-14,Pittsburgh Penguins,Vegas Golden Knights,1,2,
2017-12-14,Chicago Blackhawks,Winnipeg Jets,5,1,
2017-12-15,Carolina Hurricanes,Buffalo Sabres,5,4,OT
2017-12-15,Toronto Maple Leafs,Detroit Red Wings,1,3,
2017-12-15,Dallas Stars,New Jersey Devils,2,5,
2017-12-15,Los Angeles Kings,New York Rangers,2,4,
2017-12-15,San Jose Sharks,Vancouver Canucks,3,4,OT
2017-12-16,Pittsburgh Penguins,Arizona Coyotes,4,2,
2017-12-16,New York Rangers,Boston Bruins,3,2,OT
2017-12-16,Columbus Blue Jackets,Carolina Hurricanes,1,2,
2017-12-16,Nashville Predators,Calgary Flames,2,0,
2017-12-16,Tampa Bay Lightning,Colorado Avalanche,6,5,
2017-12-16,Edmonton Oilers,Minnesota Wild,3,2,
2017-12-16,Los Angeles Kings,New York Islanders,3,4,OT
2017-12-16,Montreal Canadiens,Ottawa Senators,0,3,
2017-12-16,Dallas Stars,Philadelphia Flyers,1,2,OT
2017-12-16,Winnipeg Jets,St. Louis Blues,0,2,
2017-12-16,Anaheim Ducks,Washington Capitals,2,3,OT
2017-12-17,Minnesota Wild,Chicago Blackhawks,1,4,
2017-12-17,Calgary Flames,Vancouver Canucks,6,1,
2017-12-17,Florida Panthers,Vegas Golden Knights,2,5,
2017-12-17,St. Louis Blues,Winnipeg Jets,0,4,
2017-12-18,Columbus Blue Jackets,Boston Bruins,2,7,
2017-12-18,Pittsburgh Penguins,Colorado Avalanche,2,4,
2017-12-18,San Jose Sharks,Edmonton Oilers,3,5,
2017-12-18,Anaheim Ducks,New Jersey Devils,3,5,
2017-12-18,Los Angeles Kings,Philadelphia Flyers,4,1,
2017-12-19,Florida Panthers,Arizona Coyotes,3,2,
2017-12-19,Boston Bruins,Buffalo Sabres,3,0,
2017-12-19,Washington Capitals,Dallas Stars,4,3,OT
2017-12-19,Winnipeg Jets,Nashville Predators,6,4,
2017-12-19,Detroit Red Wings,New York Islanders,6,3,
2017-12-19,Anaheim Ducks,New York Rangers,1,4,
2017-12-19,Minnesota Wild,Ottawa Senators,6,4,
2017-12-19,Carolina Hurricanes,Toronto Maple Leafs,1,8,
2017-12-19,Montreal Canadiens,Vancouver Canucks,7,5,
2017-12-19,Tampa Bay Lightning,Vegas Golden Knights,3,4,
2017-12-20,Toronto Maple Leafs,Columbus Blue Jackets,2,4,
2017-12-20,St. Louis Blues,Calgary Flames,1,2,
2017-12-20,Detroit Red Wings,Philadelphia Flyers,3,4,
2017-12-21,Winnipeg Jets,Boston Bruins,1,2,SO
2017-12-21,Chicago Blackhawks,Dallas Stars,0,4,
2017-12-21,St. Louis Blues,Edmonton Oilers,2,3,
2017-12-21,Colorado Avalanche,Los Angeles Kings,1,2,OT
2017-12-21,New York Rangers,New Jersey Devils,3,4,SO
2017-12-21,Carolina Hurricanes,Nashville Predators,4,1,
2017-12-21,Anaheim Ducks,New York Islanders,5,4,OT
2017-12-21,Columbus Blue Jackets,Pittsburgh Penguins,2,3,SO
2017-12-21,Vancouver Canucks,San Jose Sharks,4,5,OT
2017-12-21,Ottawa Senators,Tampa Bay Lightning,3,4,SO
2017-12-22,Washington Capitals,Arizona Coyotes,2,3,OT
2017-12-22,Philadelphia Flyers,Buffalo Sabres,2,4,
2017-12-22,Montreal Canadiens,Calgary Flames,3,2,
2017-12-22,Minnesota Wild,Florida Panthers,2,4,
2017-12-23,Colorado Avalanche,Arizona Coyotes,6,2,
2017-12-23,Detroit Red Wings,Boston Bruins,1,3,
2017-12-23,Buffalo Sabres,Carolina Hurricanes,2,4,
2017-12-23,Philadelphia Flyers,Columbus Blue Jackets,1,2,SO
2017-12-23,Nashville Predators,Dallas Stars,3,4,SO
2017-12-23,Montreal Canadiens,Edmonton Oilers,1,4,
2017-12-23,Ottawa Senators,Florida Panthers,0,1,
2017-12-23,Chicago Blackhawks,New Jersey Devils,1,4,
2017-12-23,Winnipeg Jets,New York Islanders,2,5,
2017-12-23,Toronto Maple Leafs,New York Rangers,3,2,
2017-12-23,Anaheim Ducks,Pittsburgh Penguins,4,0,
2017-12-23,Los Angeles Kings,San Jose Sharks,0,2,
2017-12-23,Minnesota Wild,Tampa Bay Lightning,0,3,
2017-12-23,St. Louis Blues,Vancouver Canucks,3,1,
2017-12-23,Washington Capitals,Vegas Golden Knights,0,3,
2017-12-27,Vegas Golden Knights,Anaheim Ducks,4,1,
2017-12-27,Ottawa Senators,Boston Bruins,1,5,
2017-12-27,Montreal Canadiens,Carolina Hurricanes,1,3,
2017-12-27,Arizona Coyotes,Colorado Avalanche,3,1,
2017-12-27,Dallas Stars,Minnesota Wild,2,4,
2017-12-27,Detroit Red Wings,New Jersey Devils,1,3,
2017-12-27,Buffalo Sabres,New York Islanders,2,3,OT
2017-12-27,Washington Capitals,New York Rangers,0,1,SO
2017-12-27,Columbus Blue Jackets,Pittsburgh Penguins,4,5,SO
2017-12-27,Nashville Predators,St. Louis Blues,2,1,
2017-12-27,Edmonton Oilers,Winnipeg Jets,3,4,
2017-12-28,Toronto Maple Leafs,Arizona Coyotes,7,4,
2017-12-28,Philadelphia Flyers,Florida Panthers,2,3,
2017-12-28,Vegas Golden Knights,Los Angeles Kings,3,2,OT
2017-12-28,Calgary Flames,San Jose Sharks,2,3,SO
2017-12-28,Montreal Canadiens,Tampa Bay Lightning,1,3,
2017-12-28,Chicago Blackhawks,Vancouver Canucks,2,5,
2017-12-28,Boston Bruins,Washington Capitals,3,4,SO
2017-12-29,Calgary Flames,Anaheim Ducks,1,2,
2017-12-29,Pittsburgh Penguins,Carolina Hurricanes,1,2,
2017-12-29,Toronto Maple Leafs,Colorado Avalanche,3,4,OT
2017-12-29,St. Louis Blues,Dallas Stars,2,4,
2017-12-29,New York Rangers,Detroit Red Wings,2,3,SO
2017-12-29,Chicago Blackhawks,Edmonton Oilers,4,3,OT
2017-12-29,Nashville Predators,Minnesota Wild,2,4,
2017-12-29,Buffalo Sabres,New Jersey Devils,4,3,OT
2017-12-29,Columbus Blue Jackets,Ottawa Senators,4,5,
2017-12-29,Philadelphia Flyers,Tampa Bay Lightning,5,3,
2017-12-29,New York Islanders,Winnipeg Jets,2,4,
2017-12-30,Montreal Canadiens,Florida Panthers,0,2,
2017-12-30,Minnesota Wild,Nashville Predators,0,3,
2017-12-30,Boston Bruins,Ottawa Senators,5,0,
2017-12-30,Carolina Hurricanes,St. Louis Blues,2,3,
2017-12-30,Los Angeles Kings,Vancouver Canucks,4,3,
2017-12-30,New Jersey Devils,Washington Capitals,2,5,
2017-12-31,Arizona Coyotes,Anaheim Ducks,2,5,
2017-12-31,Tampa Bay Lightning,Columbus Blue Jackets,5,0,
2017-12-31,Chicago Blackhawks,Calgary Flames,3,4,OT
2017-12-31,New York Islanders,Colorado Avalanche,1,6,
2017-12-31,San Jose Sharks,Dallas Stars,0,6,
2017-12-31,Pittsburgh Penguins,Detroit Red Wings,1,4,
2017-12-31,Winnipeg Jets,Edmonton Oilers,5,0,
2017-12-31,Toronto Maple Leafs,Vegas Golden Knights,3,6,
2018-01-01,New York Rangers,Buffalo Sabres,3,2,OT
2018-01-02,Washington Capitals,Carolina Hurricanes,5,4,OT
2018-01-02,Winnipeg Jets,Colorado Avalanche,2,3,OT
2018-01-02,Columbus Blue Jackets,Dallas Stars,2,1,
2018-01-02,Los Angeles Kings,Edmonton Oilers,5,0,
2018-01-02,Florida Panthers,Minnesota Wild,1,5,
2018-01-02,San Jose Sharks,Montreal Canadiens,4,1,
2018-01-02,Boston Bruins,New York Islanders,5,1,
2018-01-02,Pittsburgh Penguins,Philadelphia Flyers,5,1,
2018-01-02,New Jersey Devils,St. Louis Blues,2,3,SO
2018-01-02,Tampa Bay Lightning,Toronto Maple Leafs,2,0,
2018-01-02,Anaheim Ducks,Vancouver Canucks,5,0,
2018-01-02,Nashville Predators,Vegas Golden Knights,0,3,
2018-01-03,Ottawa Senators,Detroit Red Wings,1,2,OT
2018-01-03,Chicago Blackhawks,New York Rangers,5,2,
2018-01-04,Nashville Predators,Arizona Coyotes,2,3,OT
2018-01-04,Los Angeles Kings,Calgary Flames,3,4,
2018-01-04,Columbus Blue Jackets,Colorado Avalanche,0,2,
2018-01-04,New Jersey Devils,Dallas Stars,3,4,
2018-01-04,Anaheim Ducks,Edmonton Oilers,1,2,SO
2018-01-04,Buffalo Sabres,Minnesota Wild,2,6,
2018-01-04,Tampa Bay Lightning,Montreal Canadiens,1,2,SO
2018-01-04,New York Islanders,Philadelphia Flyers,4,6,
2018-01-04,Carolina Hurricanes,Pittsburgh Penguins,4,0,
2018-01-04,Vegas Golden Knights,St. Louis Blues,1,2,
2018-01-04,San Jose Sharks,Toronto Maple Leafs,2,3,SO
2018-01-05,Vegas Golden Knights,Chicago Blackhawks,5,4,
2018-01-05,Florida Panthers,Detroit Red Wings,2,4,
2018-01-05,Pittsburgh Penguins,New York Islanders,4,0,
2018-01-05,San Jose Sharks,Ottawa Senators,5,6,OT
2018-01-05,Buffalo Sabres,Winnipeg Jets,3,4,
2018-01-06,New York Rangers,Arizona Coyotes,2,1,SO
2018-01-06,Carolina Hurricanes,Boston Bruins,1,7,
2018-01-06,Anaheim Ducks,Calgary Flames,2,3,
